iter	Passed	Remaining
1685	7445	9644
1686	7449	9640
1687	7453	9635
1688	7458	9630
1689	7462	9626
1690	7466	9621
1691	7470	9616
1692	7474	9611
1693	7479	9607
1694	7483	9602
1695	7487	9597
1696	7491	9593
1697	7496	9588
1698	7500	9583
1699	7504	9579
1700	7508	9574
1701	7513	9570
1702	7517	9565
1703	7521	9560
1704	7525	9555
1705	7529	9551
1706	7533	9546
1707	7537	9541
1708	7541	9536
1709	7546	9532
1710	7550	9527
1711	7554	9522
1712	7558	9517
1713	7562	9513
1714	7566	9508
1715	7571	9504
1716	7575	9499
1717	7579	9494
1718	7584	9490
1719	7588	9485
1720	7592	9481
1721	7597	9476
1722	7601	9471
1723	7605	9467
1724	7610	9462
1725	7614	9458
1726	7618	9453
1727	7622	9448
1728	7626	9444
1729	7631	9439
1730	7635	9434
1731	7639	9430
1732	7643	9425
1733	7647	9420
1734	7651	9416
1735	7655	9411
1736	7660	9407
1737	7664	9402
1738	7669	9397
1739	7673	9393
1740	7678	9389
1741	7682	9384
1742	7687	9380
1743	7691	9376
1744	7695	9371
1745	7699	9366
1746	7704	9362
1747	7708	9358
1748	7712	9353
1749	7716	9348
1750	7720	9343
1751	7725	9339
1752	7729	9334
1753	7733	9329
1754	7737	9325
1755	7742	9320
1756	7746	9315
1757	7750	9310
1758	7754	9305
1759	7758	9301
1760	7762	9296
1761	7767	9292
1762	7771	9287
1763	7775	9282
1764	7779	9277
1765	7783	9273
1766	7787	9268
1767	7792	9264
1768	7796	9259
1769	7800	9254
1770	7804	9249
1771	7808	9245
1772	7812	9240
1773	7817	9235
1774	7821	9231
1775	7825	9226
1776	7829	9221
1777	7834	9217
1778	7838	9212
1779	7842	9208
1780	7846	9203
1781	7850	9198
1782	7854	9193
1783	7858	9189
1784	7862	9184
1785	7866	9179
1786	7871	9175
1787	7875	9170
1788	7879	9165
1789	7883	9160
1790	7887	9156
1791	7891	9151
1792	7895	9146
1793	7900	9142
1794	7905	9138
1795	7911	9135
1796	7919	9135
1797	7925	9133
1798	7933	9133
1799	7939	9130
1800	7943	9125
1801	7948	9121
1802	7954	9119
1803	7961	9117
1804	7972	9121
1805	7988	9129
1806	7996	9129
1807	8001	9125
1808	8005	9120
1809	8010	9116
1810	8014	9112
1811	8018	9107
1812	8022	9102
1813	8027	9098
1814	8032	9094
1815	8036	9089
1816	8040	9085
1817	8045	9080
1818	8049	9075
1819	8053	9070
1820	8057	9066
1821	8061	9061
1822	8065	9056
1823	8069	9052
1824	8074	9048
1825	8079	9043
1826	8083	9038
1827	8087	9033
1828	8091	9029
1829	8095	9024
1830	8099	9019
1831	8103	9015
1832	8108	9011
1833	8113	9006
1834	8117	9002
1835	8121	8997
1836	8125	8992
1837	8130	8988
1838	8134	8983
1839	8138	8978
1840	8142	8974
1841	8146	8969
1842	8150	8964
1843	8155	8960
1844	8159	8955
1845	8163	8950
1846	8167	8945
1847	8171	8940
1848	8175	8936
1849	8179	8931
1850	8183	8926
1851	8188	8922
1852	8192	8917
1853	8196	8912
1854	8200	8907
1855	8205	8903
1856	8209	8899
1857	8213	8894
1858	8217	8889
1859	8221	8884
1860	8226	8881
1861	8233	8878
1862	8240	8877
1863	8244	8872
1864	8248	8867
1865	8253	8863
1866	8258	8860
1867	8262	8855
1868	8266	8850
1869	8270	8845
1870	8278	8844
1871	8284	8841
1872	8290	8839
1873	8294	8834
1874	8298	8829
1875	8303	8825
1876	8307	8821
1877	8311	8816
1878	8316	8812
1879	8320	8807
1880	8327	8805
1881	8333	8803
1882	8338	8799
1883	8342	8794
1884	8347	8789
1885	8351	8785
1886	8356	8781
1887	8360	8776
1888	8364	8771
1889	8368	8767
1890	8373	8763
1891	8377	8758
1892	8381	8753
1893	8386	8749
1894	8390	8744
1895	8394	8739
1896	8399	8735
1897	8403	8731
1898	8407	8726
1899	8411	8721
1900	8416	8717
1901	8420	8712
1902	8424	8707
1903	8428	8703
1904	8433	8698
1905	8437	8694
1906	8441	8689
1907	8445	8684
1908	8449	8679
1909	8453	8675
1910	8457	8670
1911	8462	8666
1912	8466	8661
1913	8471	8657
1914	8475	8652
1915	8479	8647
1916	8484	8643
1917	8488	8638
1918	8492	8633
1919	8496	8628
1920	8500	8624
1921	8504	8619
1922	8508	8614
1923	8512	8610
1924	8517	8605
1925	8521	8601
1926	8525	8596
1927	8530	8592
1928	8534	8587
1929	8538	8582
1930	8542	8578
1931	8546	8573
1932	8552	8569
1933	8555	8564
1934	8560	8560
1935	8564	8555
1936	8569	8551
1937	8573	8546
1938	8577	8542
1939	8581	8537
1940	8586	8533
1941	8590	8528
1942	8595	8524
1943	8599	8519
1944	8603	8515
1945	8607	8510
1946	8612	8505
1947	8616	8501
1948	8620	8497
1949	8625	8492
1950	8629	8487
1951	8633	8483
1952	8637	8478
1953	8642	8474
1954	8647	8470
1955	8651	8465
1956	8655	8461
1957	8661	8457
1958	8666	8453
1959	8670	8449
1960	8674	8444
1961	8678	8439
1962	8682	8435
1963	8686	8430
1964	8691	8426
1965	8696	8422
1966	8700	8417
1967	8705	8413
1968	8709	8408
1969	8713	8404
1970	8718	8399
1971	8722	8394
1972	8726	8390
1973	8730	8385
1974	8735	8381
1975	8739	8377
1976	8744	8372
1977	8748	8368
1978	8752	8363
1979	8757	8359
1980	8761	8354
1981	8765	8350
1982	8770	8345
1983	8775	8341
1984	8779	8337
1985	8783	8332
1986	8788	8328
1987	8793	8324
1988	8797	8319
1989	8802	8315
1990	8806	8311
1991	8811	8307
1992	8815	8302
1993	8820	8298
1994	8824	8293
1995	8828	8289
1996	8832	8284
1997	8837	8280
1998	8842	8276
1999	8846	8271
2000	8850	8267
2001	8855	8262
2002	8860	8258
2003	8864	8254
2004	8869	8250
2005	8874	8245
2006	8878	8241
2007	8882	8236
2008	8887	8232
2009	8891	8228
2010	8896	8223
2011	8900	8219
2012	8904	8214
2013	8909	8210
2014	8913	8205
2015	8917	8201
2016	8922	8196
2017	8926	8192
2018	8930	8187
2019	8934	8182
2020	8939	8178
2021	8943	8173
2022	8947	8169
2023	8952	8164
2024	8956	8160
2025	8961	8156
2026	8965	8151
2027	8969	8147
2028	8974	8142
2029	8978	8138
2030	8982	8133
2031	8987	8129
2032	8991	8124
2033	8995	8119
2034	8999	8115
2035	9004	8111
2036	9008	8106
2037	9012	8101
2038	9017	8097
2039	9021	8093
2040	9025	8088
2041	9030	8083
2042	9034	8079
2043	9038	8074
2044	9043	8070
2045	9047	8065
2046	9051	8061
2047	9056	8056
2048	9060	8051
2049	9064	8047
2050	9069	8043
2051	9073	8038
2052	9077	8033
2053	9082	8030
2054	9087	8025
2055	9091	8021
2056	9095	8016
2057	9100	8012
2058	9104	8008
2059	9109	8003
2060	9113	7998
2061	9117	7994
2062	9121	7989
2063	9125	7985
2064	9130	7980
2065	9135	7976
2066	9139	7971
2067	9143	7967
2068	9148	7963
2069	9152	7958
2070	9156	7954
2071	9161	7950
2072	9166	7945
2073	9170	7941
2074	9174	7936
2075	9179	7932
2076	9183	7927
2077	9187	7923
2078	9192	7918
2079	9196	7914
2080	9201	7910
2081	9205	7905
2082	9210	7901
2083	9214	7897
2084	9218	7892
2085	9223	7887
2086	9228	7883
2087	9232	7879
2088	9237	7875
2089	9241	7870
2090	9245	7866
2091	9250	7862
2092	9255	7857
2093	9259	7853
2094	9263	7848
2095	9268	7844
2096	9272	7839
2097	9276	7835
2098	9281	7830
2099	9285	7826
2100	9289	7821
2101	9293	7817
2102	9298	7812
2103	9302	7808
2104	9306	7803
2105	9311	7799
2106	9315	7794
2107	9319	7789
2108	9323	7785
2109	9328	7780
2110	9332	7776
2111	9336	7771
2112	9341	7767
2113	9346	7763
2114	9350	7758
2115	9354	7754
2116	9359	7749
2117	9363	7745
2118	9367	7740
2119	9371	7736
2120	9376	7731
2121	9380	7727
2122	9384	7722
2123	9389	7718
2124	9393	7713
2125	9398	7709
2126	9402	7705
2127	9407	7700
2128	9412	7696
2129	9416	7692
2130	9420	7687
2131	9425	7683
2132	9429	7678
2133	9433	7674
2134	9438	7670
2135	9443	7665
2136	9447	7661
2137	9452	7657
2138	9456	7652
2139	9460	7648
2140	9464	7643
2141	9469	7639
2142	9473	7634
2143	9478	7630
2144	9482	7625
2145	9486	7621
2146	9491	7617
2147	9495	7612
2148	9500	7608
2149	9504	7603
2150	9509	7599
2151	9513	7594
2152	9517	7589
2153	9521	7585
2154	9525	7580
2155	9530	7576
2156	9534	7571
2157	9538	7566
2158	9542	7562
2159	9546	7557
2160	9551	7553
2161	9555	7548
2162	9559	7544
2163	9563	7539
2164	9567	7534
2165	9572	7530
2166	9576	7525
2167	9580	7521
2168	9585	7517
2169	9590	7513
2170	9594	7508
2171	9598	7504
2172	9603	7499
2173	9607	7495
2174	9611	7490
2175	9615	7485
2176	9619	7481
2177	9624	7476
2178	9628	7472
2179	9632	7467
2180	9637	7463
2181	9641	7458
2182	9645	7454
2183	9650	7449
2184	9655	7446
2185	9659	7441
2186	9663	7436
2187	9668	7432
2188	9672	7427
2189	9676	7423
2190	9681	7418
2191	9685	7414
2192	9689	7409
2193	9693	7405
2194	9698	7401
2195	9703	7396
2196	9707	7392
2197	9711	7387
2198	9716	7383
2199	9720	7378
2200	9724	7374
2201	9728	7369
2202	9733	7365
2203	9737	7360
2204	9741	7356
2205	9746	7351
2206	9751	7347
2207	9755	7342
2208	9759	7338
2209	9763	7333
2210	9768	7329
2211	9772	7325
2212	9776	7320
2213	9781	7316
2214	9785	7311
2215	9789	7307
2216	9794	7302
2217	9798	7298
2218	9803	7293
2219	9807	7289
2220	9811	7284
2221	9815	7280
2222	9819	7275
2223	9823	7270
2224	9828	7266
2225	9832	7262
2226	9837	7257
2227	9841	7252
2228	9846	7248
2229	9850	7244
2230	9856	7240
2231	9861	7236
2232	9866	7232
2233	9870	7228
2234	9874	7223
2235	9879	7219
2236	9883	7215
2237	9888	7210
2238	9892	7205
2239	9896	7201
2240	9901	7197
2241	9905	7192
2242	9909	7188
2243	9914	7184
2244	9918	7179
2245	9922	7174
2246	9927	7170
2247	9931	7166
2248	9935	7161
2249	9939	7156
2250	9944	7152
2251	9949	7148
2252	9953	7143
2253	9957	7138
2254	9961	7134
2255	9970	7133
2256	9977	7130
2257	9982	7126
2258	9986	7121
2259	9990	7117
2260	9994	7112
2261	9998	7107
2262	10003	7103
2263	10007	7099
2264	10012	7094
2265	10016	7090
2266	10020	7085
2267	10025	7081
2268	10029	7076
2269	10033	7072
2270	10038	7067
2271	10044	7064
2272	10054	7064
2273	10068	7066
2274	10074	7063
2275	10079	7059
2276	10083	7054
2277	10088	7050
2278	10093	7046
2279	10097	7041
2280	10101	7037
2281	10106	7032
2282	10110	7028
2283	10115	7023
2284	10119	7019
2285	10123	7014
2286	10127	7010
2287	10131	7005
2288	10136	7001
2289	10140	6996
2290	10144	6992
2291	10149	6987
2292	10153	6983
2293	10157	6978
2294	10161	6973
2295	10166	6969
2296	10170	6965
2297	10175	6960
2298	10179	6956
2299	10183	6951
2300	10188	6947
2301	10192	6942
2302	10197	6938
2303	10202	6934
2304	10206	6929
2305	10211	6925
2306	10215	6920
2307	10220	6916
2308	10224	6912
2309	10228	6907
2310	10232	6902
2311	10237	6898
2312	10241	6894
2313	10245	6889
2314	10250	6885
2315	10254	6880
2316	10259	6876
2317	10263	6871
2318	10267	6867
2319	10271	6862
2320	10276	6858
2321	10280	6853
2322	10285	6849
2323	10289	6844
2324	10293	6840
2325	10297	6835
2326	10302	6831
2327	10307	6827
2328	10312	6823
2329	10316	6818
2330	10320	6814
2331	10325	6809
2332	10329	6804
2333	10333	6800
2334	10341	6798
2335	10345	6793
2336	10351	6790
2337	10355	6785
2338	10360	6781
2339	10364	6776
2340	10368	6772
2341	10372	6767
2342	10377	6762
2343	10381	6758
2344	10385	6754
2345	10389	6749
2346	10394	6744
2347	10398	6740
2348	10402	6735
2349	10406	6731
2350	10411	6726
2351	10416	6722
2352	10420	6718
2353	10424	6713
2354	10428	6709
2355	10433	6704
2356	10437	6700
2357	10441	6695
2358	10446	6691
2359	10450	6686
2360	10454	6681
2361	10458	6677
2362	10463	6672
2363	10467	6668
2364	10471	6663
2365	10476	6659
2366	10481	6655
2367	10485	6650
2368	10489	6646
2369	10493	6641
2370	10498	6637
2371	10502	6632
2372	10507	6628
2373	10511	6623
2374	10515	6619
2375	10519	6614
2376	10524	6610
2377	10528	6605
2378	10532	6600
2379	10536	6596
2380	10540	6591
2381	10545	6587
2382	10549	6582
2383	10553	6578
2384	10557	6573
2385	10562	6569
2386	10566	6565
2387	10571	6560
2388	10575	6556
2389	10580	6551
2390	10584	6547
2391	10588	6542
2392	10592	6538
2393	10597	6533
2394	10601	6529
2395	10605	6524
2396	10610	6520
2397	10614	6515
2398	10618	6511
2399	10623	6506
2400	10627	6502
2401	10632	6497
2402	10636	6493
2403	10640	6489
2404	10645	6484
2405	10649	6480
2406	10654	6476
2407	10659	6471
2408	10663	6467
2409	10667	6462
2410	10672	6458
2411	10677	6454
2412	10681	6449
2413	10686	6445
2414	10690	6440
2415	10694	6436
2416	10698	6431
2417	10703	6427
2418	10707	6422
2419	10711	6418
2420	10715	6413
2421	10720	6409
2422	10724	6404
2423	10729	6400
2424	10733	6395
2425	10737	6391
2426	10742	6386
2427	10746	6382
2428	10750	6377
2429	10754	6373
2430	10759	6368
2431	10763	6364
2432	10767	6359
2433	10772	6355
2434	10776	6350
2435	10780	6346
2436	10785	6341
2437	10789	6337
2438	10794	6333
2439	10798	6328
2440	10802	6323
2441	10806	6319
2442	10811	6314
2443	10815	6310
2444	10819	6305
2445	10824	6301
2446	10828	6297
2447	10832	6292
2448	10838	6289
2449	10843	6284
2450	10847	6280
2451	10851	6275
2452	10856	6271
2453	10860	6266
2454	10864	6262
2455	10868	6257
2456	10874	6253
2457	10878	6249
2458	10882	6244
2459	10887	6240
2460	10891	6235
2461	10896	6231
2462	10900	6227
2463	10905	6222
2464	10909	6218
2465	10913	6213
2466	10917	6208
2467	10922	6204
2468	10926	6199
2469	10930	6195
2470	10934	6190
2471	10938	6186
2472	10943	6181
2473	10947	6177
2474	10951	6172
2475	10955	6168
2476	10960	6163
2477	10964	6159
2478	10968	6154
2479	10972	6150
2480	10976	6145
2481	10981	6141
2482	10986	6136
2483	10990	6132
2484	10994	6127
2485	10998	6123
2486	11002	6118
2487	11006	6113
2488	11011	6109
2489	11015	6104
2490	11019	6100
2491	11023	6095
2492	11028	6091
2493	11033	6087
2494	11037	6082
2495	11041	6078
2496	11046	6073
2497	11051	6069
2498	11055	6065
2499	11059	6060
2500	11063	6056
2501	11068	6051
2502	11073	6047
2503	11077	6043
2504	11081	6038
2505	11085	6034
2506	11089	6029
2507	11094	6025
2508	11099	6020
2509	11103	6016
2510	11107	6011
2511	11111	6007
2512	11116	6002
2513	11120	5998
2514	11124	5993
2515	11128	5988
2516	11133	5984
2517	11136	5979
2518	11141	5975
2519	11145	5970
2520	11150	5966
2521	11154	5961
2522	11158	5957
2523	11162	5952
2524	11167	5948
2525	11171	5943
2526	11175	5939
2527	11180	5935
2528	11184	5930
2529	11188	5926
2530	11193	5921
2531	11197	5917
2532	11201	5912
2533	11205	5907
2534	11210	5903
2535	11214	5899
2536	11218	5894
2537	11223	5890
2538	11227	5885
2539	11232	5881
2540	11236	5876
2541	11240	5872
2542	11244	5867
2543	11249	5863
2544	11253	5858
2545	11257	5854
2546	11262	5849
2547	11266	5845
2548	11270	5840
2549	11275	5836
2550	11280	5832
2551	11284	5827
2552	11288	5823
2553	11293	5819
2554	11297	5814
2555	11301	5810
2556	11306	5805
2557	11311	5801
2558	11315	5796
2559	11319	5792
2560	11324	5788
2561	11328	5783
2562	11332	5779
2563	11336	5774
2564	11341	5770
2565	11345	5765
2566	11349	5761
2567	11354	5756
2568	11358	5752
2569	11363	5747
2570	11367	5743
2571	11371	5738
2572	11375	5734
2573	11380	5729
2574	11384	5725
2575	11388	5720
2576	11393	5716
2577	11397	5711
2578	11401	5707
2579	11405	5702
2580	11410	5698
2581	11414	5693
2582	11418	5689
2583	11422	5684
2584	11427	5680
2585	11431	5675
2586	11435	5671
2587	11440	5667
2588	11445	5663
2589	11450	5658
2590	11454	5654
2591	11458	5649
2592	11462	5645
2593	11466	5640
2594	11471	5636
2595	11476	5631
2596	11480	5627
2597	11484	5623
2598	11489	5618
2599	11493	5614
2600	11497	5609
2601	11502	5605
2602	11506	5600
2603	11510	5596
2604	11515	5591
2605	11519	5587
2606	11524	5583
2607	11528	5578
2608	11532	5573
2609	11537	5569
2610	11541	5565
2611	11545	5560
2612	11550	5556
2613	11554	5551
2614	11558	5547
2615	11562	5542
2616	11567	5538
2617	11571	5533
2618	11575	5529
2619	11579	5524
2620	11584	5520
2621	11588	5516
2622	11593	5511
2623	11597	5506
2624	11601	5502
2625	11606	5498
2626	11610	5493
2627	11614	5489
2628	11618	5484
2629	11622	5480
2630	11627	5475
2631	11631	5471
2632	11636	5466
2633	11640	5462
2634	11644	5457
2635	11649	5453
2636	11654	5449
2637	11659	5445
2638	11663	5440
2639	11668	5436
2640	11672	5431
2641	11676	5427
2642	11680	5422
2643	11685	5418
2644	11689	5414
2645	11693	5409
2646	11698	5404
2647	11702	5400
2648	11706	5396
2649	11710	5391
2650	11715	5387
2651	11720	5382
2652	11724	5378
2653	11729	5374
2654	11733	5369
2655	11738	5365
2656	11742	5360
2657	11747	5356
2658	11751	5352
2659	11755	5347
2660	11760	5343
2661	11764	5338
2662	11769	5334
2663	11773	5329
2664	11778	5325
2665	11782	5321
2666	11787	5316
2667	11792	5312
2668	11798	5308
2669	11802	5304
2670	11808	5300
2671	11813	5296
2672	11818	5292
2673	11823	5288
2674	11828	5284
2675	11834	5280
2676	11839	5276
2677	11845	5272
2678	11849	5268
2679	11854	5263
2680	11859	5259
2681	11863	5254
2682	11867	5250
2683	11871	5245
2684	11876	5241
2685	11881	5237
2686	11887	5233
2687	11892	5229
2688	11897	5225
2689	11902	5221
2690	11906	5216
2691	11911	5212
2692	11915	5207
2693	11919	5203
2694	11924	5198
2695	11928	5194
2696	11933	5190
2697	11937	5185
2698	11942	5181
2699	11946	5176
2700	11950	5172
2701	11955	5168
2702	11960	5163
2703	11964	5159
2704	11968	5154
2705	11973	5150
2706	11978	5146
2707	11983	5142
2708	11988	5137
2709	11993	5133
2710	11997	5129
2711	12001	5124
2712	12006	5120
2713	12011	5116
2714	12015	5111
2715	12019	5107
2716	12024	5102
2717	12029	5098
2718	12033	5093
2719	12037	5089
2720	12041	5084
2721	12046	5080
2722	12050	5075
2723	12055	5071
2724	12060	5067
2725	12064	5062
2726	12068	5058
2727	12073	5054
2728	12079	5050
2729	12083	5045
2730	12088	5041
2731	12092	5037
2732	12096	5032
2733	12101	5028
2734	12107	5024
2735	12111	5020
2736	12115	5015
2737	12120	5010
2738	12124	5006
2739	12129	5002
2740	12133	4997
2741	12137	4993
2742	12142	4988
2743	12146	4984
2744	12150	4979
2745	12154	4975
2746	12159	4970
2747	12163	4966
2748	12168	4961
2749	12172	4957
2750	12176	4952
2751	12180	4948
2752	12185	4944
2753	12189	4939
2754	12193	4935
2755	12198	4930
2756	12202	4926
2757	12207	4921
2758	12211	4917
2759	12217	4913
2760	12222	4909
2761	12226	4904
2762	12232	4900
2763	12236	4896
2764	12241	4892
2765	12245	4887
2766	12250	4883
2767	12254	4878
2768	12259	4874
2769	12263	4869
2770	12268	4865
2771	12273	4861
2772	12277	4856
2773	12281	4852
2774	12286	4848
2775	12290	4843
2776	12294	4839
2777	12299	4834
2778	12303	4830
2779	12308	4825
2780	12312	4821
2781	12317	4817
2782	12321	4812
2783	12326	4808
2784	12332	4804
2785	12338	4800
2786	12342	4796
2787	12347	4791
2788	12351	4787
2789	12355	4782
2790	12360	4778
2791	12364	4774
2792	12369	4769
2793	12377	4766
2794	12382	4762
2795	12387	4758
2796	12391	4753
2797	12395	4749
2798	12399	4744
2799	12404	4740
2800	12408	4735
2801	12412	4731
2802	12417	4726
2803	12422	4722
2804	12426	4718
2805	12434	4714
2806	12440	4711
2807	12447	4707
2808	12453	4703
2809	12460	4700
2810	12465	4696
2811	12470	4692
2812	12476	4688
2813	12481	4684
2814	12486	4679
2815	12490	4674
2816	12495	4670
2817	12499	4666
2818	12504	4661
2819	12508	4657
2820	12513	4653
2821	12518	4648
2822	12523	4644
2823	12528	4640
2824	12533	4636
2825	12537	4631
2826	12541	4627
2827	12546	4622
2828	12550	4618
2829	12554	4613
2830	12559	4609
2831	12564	4605
2832	12568	4600
2833	12572	4596
2834	12577	4591
2835	12581	4587
2836	12585	4582
2837	12589	4578
2838	12594	4573
2839	12598	4569
2840	12602	4564
2841	12606	4560
2842	12611	4555
2843	12616	4551
2844	12620	4546
2845	12624	4542
2846	12629	4538
2847	12633	4533
2848	12639	4529
2849	12643	4525
2850	12648	4520
2851	12653	4516
2852	12658	4512
2853	12663	4508
2854	12667	4503
2855	12671	4498
2856	12675	4494
2857	12680	4489
2858	12684	4485
2859	12689	4481
2860	12693	4476
2861	12697	4472
2862	12701	4467
2863	12706	4463
2864	12711	4458
2865	12715	4454
2866	12719	4449
2867	12724	4445
2868	12729	4441
2869	12733	4436
2870	12738	4432
2871	12742	4427
2872	12747	4423
2873	12751	4419
2874	12756	4414
2875	12760	4410
2876	12764	4405
2877	12769	4401
2878	12774	4397
2879	12778	4392
2880	12782	4388
2881	12787	4383
2882	12792	4379
2883	12796	4374
2884	12800	4370
2885	12805	4366
2886	12810	4361
2887	12814	4357
2888	12818	4352
2889	12823	4348
2890	12827	4343
2891	12831	4339
2892	12836	4334
2893	12840	4330
2894	12844	4325
2895	12848	4321
2896	12853	4316
2897	12857	4312
2898	12861	4307
2899	12865	4303
2900	12870	4298
2901	12875	4294
2902	12879	4290
2903	12883	4285
2904	12887	4281
2905	12892	4276
2906	12896	4272
2907	12900	4267
2908	12904	4263
2909	12909	4258
2910	12913	4254
2911	12917	4249
2912	12921	4245
2913	12926	4240
2914	12930	4236
2915	12934	4231
2916	12938	4227
2917	12942	4222
2918	12947	4218
2919	12951	4213
2920	12956	4209
2921	12960	4204
2922	12964	4200
2923	12968	4195
2924	12973	4191
2925	12977	4186
2926	12981	4182
2927	12987	4178
2928	12991	4173
2929	12996	4169
2930	13000	4165
2931	13005	4160
2932	13009	4156
2933	13013	4151
2934	13018	4147
2935	13022	4142
2936	13026	4138
2937	13031	4133
2938	13035	4129
2939	13039	4124
2940	13043	4120
2941	13048	4115
2942	13052	4111
2943	13056	4106
2944	13060	4102
2945	13065	4097
2946	13069	4093
2947	13073	4088
2948	13078	4084
2949	13082	4080
2950	13087	4075
2951	13091	4071
2952	13095	4066
2953	13099	4062
2954	13104	4057
2955	13108	4053
2956	13113	4048
2957	13117	4044
2958	13121	4039
2959	13125	4035
2960	13130	4030
2961	13134	4026
2962	13139	4022
2963	13143	4017
2964	13147	4013
2965	13152	4008
2966	13156	4004
2967	13160	3999
2968	13164	3994
2969	13168	3990
2970	13172	3986
2971	13177	3981
2972	13182	3977
2973	13186	3972
2974	13190	3968
2975	13194	3963
2976	13198	3959
2977	13202	3954
2978	13206	3950
2979	13211	3945
2980	13215	3941
2981	13219	3936
2982	13223	3931
2983	13227	3927
2984	13232	3923
2985	13236	3918
2986	13240	3914
2987	13244	3909
2988	13249	3905
2989	13253	3900
2990	13257	3896
2991	13262	3891
2992	13266	3887
2993	13270	3882
2994	13275	3878
2995	13279	3873
2996	13283	3869
2997	13287	3864
2998	13291	3860
2999	13295	3855
3000	13300	3851
3001	13304	3846
3002	13308	3842
3003	13313	3837
3004	13317	3833
3005	13323	3829
3006	13327	3825
3007	13332	3820
3008	13336	3815
3009	13340	3811
3010	13344	3807
3011	13349	3802
3012	13353	3798
3013	13358	3793
3014	13362	3789
3015	13366	3784
3016	13371	3780
3017	13375	3776
3018	13380	3771
3019	13384	3767
3020	13388	3762
3021	13393	3758
3022	13397	3753
3023	13401	3749
3024	13406	3744
3025	13410	3740
3026	13414	3735
3027	13418	3731
3028	13423	3726
3029	13427	3722
3030	13431	3717
3031	13435	3713
3032	13440	3708
3033	13444	3704
3034	13448	3699
3035	13452	3695
3036	13456	3690
3037	13461	3686
3038	13464	3681
3039	13469	3677
3040	13473	3672
3041	13477	3668
3042	13481	3663
3043	13485	3659
3044	13490	3654
3045	13494	3650
3046	13498	3646
3047	13503	3641
3048	13507	3637
3049	13511	3632
3050	13515	3628
3051	13519	3623
3052	13523	3619
3053	13528	3614
3054	13532	3610
3055	13536	3605
3056	13540	3601
3057	13544	3596
3058	13548	3592
3059	13553	3587
3060	13557	3583
3061	13561	3578
3062	13565	3574
3063	13570	3569
3064	13574	3565
3065	13578	3560
3066	13582	3556
3067	13587	3551
3068	13591	3547
3069	13595	3542
3070	13600	3538
3071	13604	3533
3072	13608	3529
3073	13612	3524
3074	13616	3520
3075	13620	3515
3076	13627	3512
3077	13631	3507
3078	13635	3503
3079	13640	3498
3080	13645	3494
3081	13650	3490
3082	13656	3486
3083	13660	3481
3084	13664	3476
3085	13668	3472
3086	13672	3468
3087	13676	3463
3088	13682	3459
3089	13686	3454
3090	13690	3450
3091	13694	3445
3092	13699	3441
3093	13703	3436
3094	13707	3432
3095	13711	3427
3096	13716	3423
3097	13720	3419
3098	13724	3414
3099	13728	3409
3100	13733	3405
3101	13737	3401
3102	13741	3396
3103	13745	3392
3104	13750	3387
3105	13754	3383
3106	13758	3378
3107	13762	3374
3108	13766	3369
3109	13770	3365
3110	13775	3360
3111	13779	3356
3112	13783	3351
3113	13787	3347
3114	13792	3342
3115	13796	3338
3116	13800	3333
3117	13804	3329
3118	13808	3324
3119	13813	3320
3120	13817	3316
3121	13821	3311
3122	13825	3307
3123	13830	3302
3124	13834	3298
3125	13838	3293
3126	13842	3289
3127	13847	3284
3128	13851	3280
3129	13855	3275
3130	13859	3271
3131	13864	3266
3132	13868	3262
3133	13872	3257
3134	13876	3253
3135	13880	3248
3136	13884	3244
3137	13888	3239
3138	13893	3235
3139	13897	3230
3140	13901	3226
3141	13905	3221
3142	13909	3217
3143	13913	3212
3144	13918	3208
3145	13922	3203
3146	13926	3199
3147	13930	3195
3148	13934	3190
3149	13938	3186
3150	13943	3181
3151	13947	3177
3152	13951	3172
3153	13955	3168
3154	13960	3163
3155	13965	3159
3156	13969	3154
3157	13973	3150
3158	13977	3145
3159	13982	3141
3160	13986	3137
3161	13990	3132
3162	13994	3128
3163	13999	3123
3164	14003	3119
3165	14007	3114
3166	14011	3110
3167	14016	3105
3168	14020	3101
3169	14024	3096
3170	14028	3092
3171	14033	3087
3172	14037	3083
3173	14041	3079
3174	14045	3074
3175	14049	3070
3176	14053	3065
3177	14058	3061
3178	14062	3056
3179	14066	3052
3180	14070	3047
3181	14074	3043
3182	14079	3038
3183	14083	3034
3184	14087	3029
3185	14091	3025
3186	14096	3020
3187	14100	3016
3188	14104	3011
3189	14108	3007
3190	14113	3003
3191	14117	2998
3192	14121	2994
3193	14125	2989
3194	14130	2985
3195	14134	2980
3196	14138	2976
3197	14142	2971
3198	14147	2967
3199	14151	2962
3200	14155	2958
3201	14159	2954
3202	14163	2949
3203	14167	2945
3204	14172	2940
3205	14176	2936
3206	14180	2931
3207	14184	2927
3208	14189	2922
3209	14193	2918
3210	14197	2913
3211	14201	2909
3212	14206	2904
3213	14211	2900
3214	14215	2896
3215	14219	2891
3216	14223	2887
3217	14229	2883
3218	14233	2878
3219	14238	2874
3220	14242	2869
3221	14246	2865
3222	14250	2860
3223	14254	2856
3224	14259	2851
3225	14263	2847
3226	14267	2842
3227	14271	2838
3228	14275	2833
3229	14279	2829
3230	14283	2824
3231	14287	2820
3232	14292	2816
3233	14296	2811
3234	14301	2807
3235	14305	2802
3236	14309	2798
3237	14314	2793
3238	14318	2789
